source_dataset,source_id,lookup_key,food_name_en,food_name_zh,food_name_fr,carbon_factor_kgco2e_per_kg,carbon_unit,source_year,source_name_raw
foodcarbon,25942,soup_onions_dehydrated_and_reconstituted,"Soup, onions, dehydrated and reconstituted",,"Soupe à l'oignon, déshydratée reconstituée",2.270000,kgCO2e/kg_product,,"Soupe à l'oignon, déshydratée reconstituée"
foodcarbon,25910,soup_onions_prepacked_to_be_reheated,"Soup, onions, prepacked, to be reheated",,"Soupe à l'oignon, préemballée à réchauffer",2.320000,kgCO2e/kg_product,,"Soupe à l'oignon, préemballée à réchauffer"
foodcarbon,25917,soup_pistou_basil_garlic_and_olive_oil_dehydrated_and_reconstituted,"Soup, pistou (basil, garlic and olive oil), dehydrated and reconstituted",,"Soupe au pistou, déshydratée reconstituée",0.474000,kgCO2e/kg_product,,"Soupe au pistou, déshydratée reconstituée"
foodcarbon,25953,soup_pistou_basil_garlic_and_olive_oil_prepacked_to_be_reheated,"Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated",,"Soupe au pistou, préemballée à réchauffer",0.525000,kgCO2e/kg_product,,"Soupe au pistou, préemballée à réchauffer"
foodcarbon,25954,soup_pumpkin_dehydrated_and_reconstituted,"Soup, pumpkin, dehydrated and reconstituted",,"Soupe au potiron, déshydratée reconstituée",0.722000,kgCO2e/kg_product,,"Soupe au potiron, déshydratée reconstituée"
foodcarbon,25945,soup_pumpkin_prepacked_to_be_reheated,"Soup, pumpkin, prepacked, to be reheated",,"Soupe au potiron, préemballée à réchauffer",0.774000,kgCO2e/kg_product,,"Soupe au potiron, préemballée à réchauffer"
foodcarbon,25965,soup_split_peas_prepacked_to_be_reheated,"Soup, split peas, prepacked, to be reheated",,"Soupe aux pois cassés, préemballée à réchauffer",0.452000,kgCO2e/kg_product,,"Soupe aux pois cassés, préemballée à réchauffer"
foodcarbon,25949,soup_tomato_and_vermicelli_dehydrated_and_reconstituted,"Soup, tomato and vermicelli, dehydrated and reconstituted",,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée",0.543000,kgCO2e/kg_product,,"Soupe à la tomate et aux vermicelles, déshydratée reconstituée"
foodcarbon,25933,soup_tomatoes_and_vermicelli_prepacked_to_be_reheated,"Soup, tomatoes and vermicelli, prepacked, to be reheated",,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer",0.595000,kgCO2e/kg_product,,"Soupe à la tomate et aux vermicelles, préemballée à réchauffer"
foodcarbon,25935,soup_tomatoes_dehydrated_and_reconstituted,"Soup, tomatoes, dehydrated and reconstituted",,"Soupe à la tomate, déshydratée reconstituée",0.375000,kgCO2e/kg_product,,"Soupe à la tomate, déshydratée reconstituée"
foodcarbon,25914,soup_tomatoes_prepacked_to_be_reheated,"Soup, tomatoes, prepacked, to be reheated",,"Soupe à la tomate, préemballée à réchauffer",0.427000,kgCO2e/kg_product,,"Soupe à la tomate, préemballée à réchauffer"
foodcarbon,25962,soup_vegetables_with_cheese_prepacked_to_be_reheated,"Soup, vegetables with cheese, prepacked, to be reheated",,"Soupe aux légumes avec fromage, préemballée à réchauffer",1.240000,kgCO2e/kg_product,,"Soupe aux légumes avec fromage, préemballée à réchauffer"
foodcarbon,25957,soup_watercress_dehydrated_and_reconstituted,"Soup, watercress, dehydrated and reconstituted",,"Soupe au cresson, déshydratée reconstituée",0.518000,kgCO2e/kg_product,,"Soupe au cresson, déshydratée reconstituée"
foodcarbon,25958,soup_watercress_prepacked_to_be_reheated,"Soup, watercress, prepacked, to be reheated",,"Soupe au cresson, préemballée à réchauffer",0.569000,kgCO2e/kg_product,,"Soupe au cresson, préemballée à réchauffer"
foodcarbon,30181,soy_based_minced_prepacked,"Soy-based minced, prepacked",,"Haché végétal à base de soja, préemballé",2.050000,kgCO2e/kg_product,,"Haché végétal à base de soja, préemballé"
foodcarbon,25596,soy_based_patty_plain_vegetable_steak_prepacked,"Soy-based patty, plain (vegetable steak), prepacked",,"Galette ou pavé au soja et légumes, préemballé",2.120000,kgCO2e/kg_product,,"Galette ou pavé au soja et légumes, préemballé"
foodcarbon,25596_1,soy_based_patty_plain_vegetable_steak_prepacked,"Soy-based patty, plain (vegetable steak), prepacked",,"Galette ou pavé au soja et légumes, préemballé",2.020000,kgCO2e/kg_product,,"Galette ou pavé au soja et légumes, préemballé"
foodcarbon,25596_2,soy_based_patty_provencal_style_vegetable_steak,"Soy-based patty, Provencal-style (vegetable steak)",,Galette de soja (steak végétal) à la provençale,2.040000,kgCO2e/kg_product,,Galette de soja (steak végétal) à la provençale
foodcarbon,25224,soy_based_sliced,Soy-based sliced,,"Bouchées ou émincé au soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",1.910000,kgCO2e/kg_product,,"Bouchées ou émincé au soja et blé (ne convient pas aux véganes ou végétaliens), préemballé"
foodcarbon,11214,soy_cream_preparation,"Soy ""cream"" preparation",,"Préparation culinaire à base de soja, type ""crème de soja""",1.170000,kgCO2e/kg_product,,"Préparation culinaire à base de soja, type ""crème de soja"""
foodcarbon,20911,soy_dessert_flavoured_refrigerated,"Soy dessert, flavoured, refrigerated",,"Dessert au soja aromatisé, rayon frais",1.240000,kgCO2e/kg_product,,"Dessert au soja aromatisé, rayon frais"
foodcarbon,19693,soy_dessert_plain_refrigerated,"Soy dessert, plain, refrigerated",,"Dessert au soja, nature, rayon frais",1.210000,kgCO2e/kg_product,,"Dessert au soja, nature, rayon frais"
foodcarbon,19692,soy_dessert_w_fruits_refrigerated,"Soy dessert, w fruits, refrigerated",,"Dessert au soja, aux fruits, rayon frais",1.240000,kgCO2e/kg_product,,"Dessert au soja, aux fruits, rayon frais"
foodcarbon,18903,soy_drink_flavoured_enriched_in_calcium_w_sugar_or_fruit_concentrate,"Soy drink, flavoured, enriched in calcium, w sugar or fruit concentrate",,"Boisson au soja, aromatisée, sucrée, enrichie en calcium",0.435000,kgCO2e/kg_product,,"Boisson au soja, aromatisée, sucrée, enrichie en calcium"
foodcarbon,18902,soy_drink_flavoured_with_sugar,"Soy drink, flavoured, with sugar",,"Boisson au soja, aromatisée, sucrée",0.435000,kgCO2e/kg_product,,"Boisson au soja, aromatisée, sucrée"
foodcarbon,18901,soy_drink_plain_fortified_with_calcium,"Soy drink, plain, fortified with calcium",,"Boisson au soja, nature, enrichie en calcium",0.435000,kgCO2e/kg_product,,"Boisson au soja, nature, enrichie en calcium"
foodcarbon,18900,soy_drink_plain_prepacked,"Soy drink, plain, prepacked",,"Boisson au soja, nature",0.427000,kgCO2e/kg_product,,"Boisson au soja, nature"
foodcarbon,42200,soy_lecithin,Soy lecithin,,Lécithine de soja,5.400000,kgCO2e/kg_product,,Lécithine de soja
food-product,soy_milk_2010,soy_milk,Soy milk,,,0.980000,kgCO2e/kg_product,2010,Soy milk
foodcarbon,17420,soy_oil,Soy oil,,Huile de soja,3.730000,kgCO2e/kg_product,,Huile de soja
foodcarbon,20914,soy_patty_or_vegetable_escalope,Soy patty or vegetable escalope,,Escalope végétale ou steak à base de soja,2.170000,kgCO2e/kg_product,,Escalope végétale ou steak à base de soja
foodcarbon,20591_2,soy_protein_textured_dehydrated_from_soy_flour,"Soy protein, textured, dehydrated, from soy flour",,"Protéine de soja texturée, réhydratée",1.310000,kgCO2e/kg_product,,"Protéine de soja texturée, réhydratée"
foodcarbon,20591_1,soy_protein_textured_rehydrated_from_soy_flour,"Soy protein, textured, rehydrated, from soy flour",,Protéine de soja texturée,0.540000,kgCO2e/kg_product,,Protéine de soja texturée
foodcarbon,11104,soy_sauce_prepacked,"Soy sauce, prepacked",,"Sauce soja, préemballée",0.995000,kgCO2e/kg_product,,"Sauce soja, préemballée"
foodcarbon,20900,soya_flour,Soya flour,,Farine de soja,1.380000,kgCO2e/kg_product,,Farine de soja
foodcarbon,25226,soybean_and_wheat_based_nuggets_not_vegan,Soybean and wheat-based nuggets (not vegan),,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",1.920000,kgCO2e/kg_product,,"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé"
foodcarbon,25227_1,soybean_and_wheat_based_nuggets_vegan,Soybean and wheat-based nuggets (vegan),,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",1.830000,kgCO2e/kg_product,,"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé"
foodcarbon,25227_2,soybean_based_nuggets,Soybean-based nuggets,,Nuggets de soja,1.770000,kgCO2e/kg_product,,Nuggets de soja
foodcarbon,20901,soybean_whole_grain,"Soybean, whole grain",,"Soja, graine entière",1.250000,kgCO2e/kg_product,,"Soja, graine entière"
foodcarbon,22510,spanish_style_tortilla_with_onions_omelette_with_potatoes_and_onions,Spanish-style tortilla with onions (omelette with potatoes and onions),,Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons),1.170000,kgCO2e/kg_product,,Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons)
foodcarbon,5100,sparkling_fruit_wine,Sparkling fruit wine,,Pétillant de fruits,2.140000,kgCO2e/kg_product,,Pétillant de fruits
foodcarbon,24009,speculoos_biscuit,Speculoos biscuit,,Spéculoos,3.820000,kgCO2e/kg_product,,Spéculoos
foodcarbon,9480,spelt_flour,Spelt flour,,Farine d'épeautre (grand épeautre),1.210000,kgCO2e/kg_product,,Farine d'épeautre (grand épeautre)
foodcarbon,9001,spelt_raw,"Spelt, raw",,"Épeautre, cru",0.949000,kgCO2e/kg_product,,"Épeautre, cru"
foodcarbon,30317,spicy_pork_sausage_with_red_pepper_in_large_slices,"Spicy pork sausage with red pepper, in large slices",,"Chorizo supérieur, doux ou fort, type charcuterie en tranches",7.420000,kgCO2e/kg_product,,"Chorizo supérieur, doux ou fort, type charcuterie en tranches"
foodcarbon,30315,spicy_pork_sausage_with_red_pepper_no_precision,"Spicy pork sausage with red pepper, no precision",,Chorizo,7.420000,kgCO2e/kg_product,,Chorizo
foodcarbon,20060,spinach_canned_drained,"Spinach, canned, drained",,"Épinard, appertisé, égoutté",1.100000,kgCO2e/kg_product,,"Épinard, appertisé, égoutté"
foodcarbon,20027,spinach_cooked,"Spinach, cooked",,"Épinard, cuit",1.140000,kgCO2e/kg_product,,"Épinard, cuit"
foodcarbon,20121,spinach_frozen_cooked,"Spinach, frozen, cooked",,"Épinard, surgelé, cuit",0.881000,kgCO2e/kg_product,,"Épinard, surgelé, cuit"
foodcarbon,20083,spinach_frozen_raw,"Spinach, frozen, raw",,"Épinard, surgelé, cru",0.631000,kgCO2e/kg_product,,"Épinard, surgelé, cru"
foodcarbon,20285,spinach_puree,"Spinach, puree",,"Épinard, purée",1.080000,kgCO2e/kg_product,,"Épinard, purée"
foodcarbon,20059,spinach_raw,"Spinach, raw",,"Épinard, cru",0.423000,kgCO2e/kg_product,,"Épinard, cru"
foodcarbon,25026,spinach_w_cream_sauce,Spinach w cream sauce,,Épinards à la crème,2.380000,kgCO2e/kg_product,,Épinards à la crème
foodcarbon,20270,spinach_young_leaves_raw,"Spinach, young leaves, raw",,"Épinard, jeunes pousses pour salades, cru",0.423000,kgCO2e/kg_product,,"Épinard, jeunes pousses pour salades, cru"
foodcarbon,26063,spiny_scorpionfish_raw,"Spiny scorpionfish, raw",,"Rascasse, crue",12.000000,kgCO2e/kg_product,,"Rascasse, crue"
foodcarbon,26148,spiny_scorpionfish_steamed,"Spiny scorpionfish, steamed",,"Rascasse, cuite à la vapeur",14.800000,kgCO2e/kg_product,,"Rascasse, cuite à la vapeur"
foodcarbon,1023,spirit_made_from_wine_armagnac_or_cognac_type,"Spirit made from wine, armagnac or cognac type",,"Eau de vie de vin, type armagnac, cognac",1.260000,kgCO2e/kg_product,,"Eau de vie de vin, type armagnac, cognac"
foodcarbon,11086,spirulina_spirulina_sp_dried,"Spirulina, (spirulina sp.), dried",,"Spiruline (Spirulina sp.), séchée ou déshydratée",11.800000,kgCO2e/kg_product,,"Spiruline (Spirulina sp.), séchée ou déshydratée"
foodcarbon,20506,split_pea_cooked,"Split pea, cooked",,"Pois cassé, cuit",0.539000,kgCO2e/kg_product,,"Pois cassé, cuit"
foodcarbon,20515,split_pea_dried,"Split pea, dried",,"Pois cassé, sec",0.750000,kgCO2e/kg_product,,"Pois cassé, sec"
foodcarbon,23940,sponge_cake_filled_and_covered_with_chocolate,Sponge cake filled and covered with chocolate,,Génoise fourrée et nappée au chocolat,10.100000,kgCO2e/kg_product,,Génoise fourrée et nappée au chocolat
foodcarbon,23006,sponge_cake_w_chocolate_w_or_wo_cherry,Sponge cake w chocolate w or wo cherry,,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",2.300000,kgCO2e/kg_product,,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)"
foodcarbon,23007,sponge_cake_w_fruit_mousse,Sponge cake w fruit mousse,,"Gâteau mousse de fruits sur génoise, type miroir, bavarois",2.280000,kgCO2e/kg_product,,"Gâteau mousse de fruits sur génoise, type miroir, bavarois"
foodcarbon,23009,sponge_sandwich_cake_filled_and_topped_with_strawberries_or_raspberries,Sponge sandwich cake filled and topped with strawberries or raspberries,,Fraisier ou framboisier,2.400000,kgCO2e/kg_product,,Fraisier ou framboisier
foodcarbon,26172,spotted_wolffish,Spotted wolffish,,"Loup tacheté, cru",12.000000,kgCO2e/kg_product,,"Loup tacheté, cru"
foodcarbon,25419,spring_roll,Spring roll,,Rouleau de printemps,2.870000,kgCO2e/kg_product,,Rouleau de printemps
foodcarbon,20267,spring_vegetables_frozen_raw_french_beans_carrots_potatoes_green_peas_onions,"Spring vegetables, frozen, raw (French beans, carrots, potatoes, green peas, onions)",,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)",1.490000,kgCO2e/kg_product,,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)"
foodcarbon,20139,squash_all_types_raw,"Squash, all types, raw",,"Courge, crue",0.639000,kgCO2e/kg_product,,"Courge, crue"
foodcarbon,20138,squash_butternut_pulp_raw,"Squash, butternut, pulp, raw",,"Courge doubeurre (butternut), pulpe, crue",0.639000,kgCO2e/kg_product,,"Courge doubeurre (butternut), pulpe, crue"
foodcarbon,20136,squash_melonnette_jaspee_from_vendee_pulp_raw,"Squash, melonnette jaspée from Vendée, pulp, raw",,"Courge melonnette, pulpe, crue",0.639000,kgCO2e/kg_product,,"Courge melonnette, pulpe, crue"
foodcarbon,20143,squash_spaghetti_pulp_cooked,"Squash, spaghetti, pulp, cooked",,"Courge spaghetti, pulpe, cuite",1.510000,kgCO2e/kg_product,,"Courge spaghetti, pulpe, cuite"
foodcarbon,20145,squash_spaghetti_pulp_raw,"Squash, spaghetti, pulp, raw",,"Courge spaghetti, pulpe, crue",0.639000,kgCO2e/kg_product,,"Courge spaghetti, pulpe, crue"
foodcarbon,26268,squid_and_spicy_tomato_sauce_pie,Squid and spicy tomato sauce pie,,Tielle sétoise,3.070000,kgCO2e/kg_product,,Tielle sétoise
foodcarbon,10037,squid_boiled_cooked_in_water,"Squid, boiled/cooked in water",,"Calmar ou calamar ou encornet, bouilli/cuit à l'eau",6.860000,kgCO2e/kg_product,,"Calmar ou calamar ou encornet, bouilli/cuit à l'eau"
foodcarbon,10084,squid_fried_or_pan_fried_with_fat,"Squid, fried or pan-fried with fat",,"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse",6.780000,kgCO2e/kg_product,,"Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse"
foodcarbon,10002,squid_fritter_roman_style,"Squid fritter, Roman-style",,"Calmar ou Calamar ou encornet, à la romaine (beignet)",6.030000,kgCO2e/kg_product,,"Calmar ou Calamar ou encornet, à la romaine (beignet)"
foodcarbon,10001,squid_raw,"Squid, raw",,"Calmar ou calamar ou encornet, cru",6.110000,kgCO2e/kg_product,,"Calmar ou calamar ou encornet, cru"
foodcarbon,25124,stewed_lamb_garnished_with_potatoes_and_other_vegetables,Stewed lamb garnished with potatoes and other vegetables,,Navarin d'agneau aux légumes,26.300000,kgCO2e/kg_product,,Navarin d'agneau aux légumes
foodcarbon,18075,still_soft_drink_with_tea_extract_flavoured_with_sugar,"Still soft drink with tea extract, flavoured, with sugar",,"Boisson au thé, aromatisée, sucrée",0.419000,kgCO2e/kg_product,,"Boisson au thé, aromatisée, sucrée"
foodcarbon,18065,still_soft_drink_with_tea_extract_flavoured_without_sugar_and_with_artificial_sweeteners,"Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners",,"Boisson au thé, aromatisée, non sucrée, avec édulcorants",0.419000,kgCO2e/kg_product,,"Boisson au thé, aromatisée, non sucrée, avec édulcorants"
foodcarbon,18015,still_soft_drink_with_tea_extract_with_sugar_and_artificial_sweetener_s,"Still soft drink with tea extract, with sugar and artificial sweetener(s)",,"Boisson au thé, aromatisée, sucrée, avec édulcorants",0.419000,kgCO2e/kg_product,,"Boisson au thé, aromatisée, sucrée, avec édulcorants"
foodcarbon,30742,strasbourg_sausage,Strasbourg sausage,,Saucisse de Strasbourg ou Knack,12.400000,kgCO2e/kg_product,,Saucisse de Strasbourg ou Knack
foodcarbon,23491,strawberries_tart,Strawberries tart,,Tarte aux fraises,2.140000,kgCO2e/kg_product,,Tarte aux fraises
foodcarbon,3,strawberry_coulis,"Strawberry, coulis",,Coulis de fraise,3.240000,kgCO2e/kg_product,,Coulis de fraise
foodcarbon,19127,strawberry_flavoured_milk_with_sugar_partially_skimmed_fortified_with_vitamins_d,"Strawberry flavoured milk, with sugar, partially skimmed, fortified with vitamins D",,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D",1.510000,kgCO2e/kg_product,,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D"
foodcarbon,13014_2,strawberry_in_season_raw,"Strawberry, in-season, raw",,"Fraise, de saison, crue",0.511000,kgCO2e/kg_product,,"Fraise, de saison, crue"
foodcarbon,13014_3,strawberry_off_season_raw,"Strawberry, off-season, raw",,"Fraise, hors-saison, crue",0.592000,kgCO2e/kg_product,,"Fraise, hors-saison, crue"
foodcarbon,13014_1,strawberry_raw,"Strawberry, raw",,"Fraise, crue",0.533000,kgCO2e/kg_product,,"Fraise, crue"
foodcarbon,25106,stuffed_cabbage,Stuffed cabbage,,Chou farci,3.500000,kgCO2e/kg_product,,Chou farci
foodcarbon,25103,stuffed_tomatoes,Stuffed tomatoes,,Tomate farcie,3.470000,kgCO2e/kg_product,,Tomate farcie
foodcarbon,25511,stuffed_vegetables_excluding_tomato,Stuffed vegetables (excluding tomato),,Légumes farcis (sauf tomate),3.390000,kgCO2e/kg_product,,Légumes farcis (sauf tomate)
foodcarbon,31042,sugar_and_chocolate_coated_peanut,Sugar and chocolate coated peanut,,Cacahuètes enrobées de chocolat dragéifiées,9.780000,kgCO2e/kg_product,,Cacahuètes enrobées de chocolat dragéifiées
foodcarbon,31017,sugar_brown,"Sugar, brown",,Sucre roux,1.040000,kgCO2e/kg_product,,Sucre roux
foodcarbon,31036,sugar_coated_almond,Sugar-coated almond,,Dragée amande,1.770000,kgCO2e/kg_product,,Dragée amande
foodcarbon,31044,sugar_vanilla_flavoured,"Sugar, vanilla flavoured",,Sucre vanillé,1.030000,kgCO2e/kg_product,,Sucre vanillé
foodcarbon,31016,sugar_white,"Sugar, white",,Sucre blanc,0.746000,kgCO2e/kg_product,,Sucre blanc
foodcarbon,17440,sunflower_oil,Sunflower oil,,Huile de tournesol,2.360000,kgCO2e/kg_product,,Huile de tournesol
foodcarbon,15011,sunflower_seed,Sunflower seed,,"Tournesol, graine",2.910000,kgCO2e/kg_product,,"Tournesol, graine"
foodcarbon,15045,sunflower_seed_grilled_salted,"Sunflower seed, grilled, salted",,"Tournesol, graine, grillé, salé",2.910000,kgCO2e/kg_product,,"Tournesol, graine, grillé, salé"
foodcarbon,26239,surimi_filled_w_cheese,"Surimi, filled w cheese",,"Surimi, fourré au fromage",7.570000,kgCO2e/kg_product,,"Surimi, fourré au fromage"
foodcarbon,26046,surimi_on_sticks_in_slices_or_grated_crab_flavour,"Surimi, on sticks, in slices or grated, crab flavour",,"Surimi, bâtonnets, tranche ou râpé saveur crabe",7.570000,kgCO2e/kg_product,,"Surimi, bâtonnets, tranche ou râpé saveur crabe"
foodcarbon,26244,surmullet_or_red_mullet_fillet_with_skin_frozen_raw_from_thailand_or_senegal,"Surmullet or red mullet, fillet with skin, frozen, raw (from Thailand or Senegal)",,"Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…)",8.070000,kgCO2e/kg_product,,"Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…)"
foodcarbon,26085,surmullet_or_red_mullet_raw,"Surmullet or red mullet, raw",,"Rouget-barbet de roche, cru",7.480000,kgCO2e/kg_product,,"Rouget-barbet de roche, cru"
foodcarbon,26110,surmullet_or_red_mullet_steamed,"Surmullet or red mullet, steamed",,"Rouget-barbet de roche, vapeur",9.220000,kgCO2e/kg_product,,"Rouget-barbet de roche, vapeur"
foodcarbon,25456,sushi_or_maki_with_seafood_products,Sushi or maki with seafood products,,Sushi ou Maki aux produits de la mer,2.670000,kgCO2e/kg_product,,Sushi ou Maki aux produits de la mer
foodcarbon,7421,swedish_toast_with_fruits,"Swedish toast, with fruits",,Pain grillé suédois aux fruits,1.400000,kgCO2e/kg_product,,Pain grillé suédois aux fruits
foodcarbon,7409,swedish_toast_with_linseeds,"Swedish toast, with linseeds",,Pain grillé suédois aux graines de lin,1.400000,kgCO2e/kg_product,,Pain grillé suédois aux graines de lin
foodcarbon,11163,sweet_and_sour_sauce_prepacked,"Sweet and sour sauce, prepacked",,"Sauce aigre douce, préemballée",1.230000,kgCO2e/kg_product,,"Sauce aigre douce, préemballée"
foodcarbon,20066,sweet_corn_canned_drained,"Sweet corn, canned, drained",,"Maïs doux, appertisé, égoutté",1.390000,kgCO2e/kg_product,,"Maïs doux, appertisé, égoutté"
foodcarbon,20233,sweet_corn_frozen_raw,"Sweet corn, frozen, raw",,"Maïs doux, surgelé, cru",0.852000,kgCO2e/kg_product,,"Maïs doux, surgelé, cru"
foodcarbon,20049,sweet_corn_on_the_cob_cooked,"Sweet corn, on the cob, cooked",,"Maïs doux, en épis, cuit",1.810000,kgCO2e/kg_product,,"Maïs doux, en épis, cuit"
foodcarbon,20108,sweet_corn_on_the_cob_frozen_raw,"Sweet corn, on the cob, frozen, raw",,"Maïs doux, en épis, surgelé, cru",0.992000,kgCO2e/kg_product,,"Maïs doux, en épis, surgelé, cru"
foodcarbon,20134,sweet_green_hokkaido_squash_pulp_raw,"Sweet green hokkaido squash, pulp, raw",,"Courge hokkaïdo, pulpe, crue",0.612000,kgCO2e/kg_product,,"Courge hokkaïdo, pulpe, crue"
foodcarbon,20086,sweet_pepper_green_cooked,"Sweet pepper, green, cooked",,"Poivron vert, cuit",1.600000,kgCO2e/kg_product,,"Poivron vert, cuit"
foodcarbon,20085,sweet_pepper_green_raw,"Sweet pepper, green, raw",,"Poivron vert, cru",0.715000,kgCO2e/kg_product,,"Poivron vert, cru"
foodcarbon,20041,sweet_pepper_green_yellow_or_red_raw,"Sweet pepper, green, yellow or red, raw",,"Poivron, vert, jaune ou rouge, cru",0.715000,kgCO2e/kg_product,,"Poivron, vert, jaune ou rouge, cru"
foodcarbon,20275,sweet_pepper_red_canned_drained,"Sweet pepper, red, canned, drained",,"Poivron rouge, appertisé, égoutté",1.300000,kgCO2e/kg_product,,"Poivron rouge, appertisé, égoutté"
foodcarbon,20088,sweet_pepper_red_cooked,"Sweet pepper, red, cooked",,"Poivron rouge, cuit",1.600000,kgCO2e/kg_product,,"Poivron rouge, cuit"
foodcarbon,20087,sweet_pepper_red_raw,"Sweet pepper, red, raw",,"Poivron rouge, cru",0.715000,kgCO2e/kg_product,,"Poivron rouge, cru"
foodcarbon,20168,sweet_pepper_yellow_raw,"Sweet pepper, yellow, raw",,"Poivron jaune, cru",0.715000,kgCO2e/kg_product,,"Poivron jaune, cru"
foodcarbon,4102,sweet_potato_cooked,"Sweet potato, cooked",,"Patate douce, cuite",0.852000,kgCO2e/kg_product,,"Patate douce, cuite"
foodcarbon,4103,sweet_potato_puree_cooked_with_cream,"Sweet potato, puree, cooked with cream",,"Patate douce, purée, cuisinée à la crème",1.310000,kgCO2e/kg_product,,"Patate douce, purée, cuisinée à la crème"
foodcarbon,4101,sweet_potato_raw,"Sweet potato, raw",,"Patate douce, crue",0.334000,kgCO2e/kg_product,,"Patate douce, crue"
foodcarbon,40304,sweetbread_calf_raw,"Sweetbread, calf, raw",,"Ris, veau, cru",28.300000,kgCO2e/kg_product,,"Ris, veau, cru"
foodcarbon,40305,sweetbread_calf_sauteed_pan_fried,"Sweetbread, calf, sautéed/pan-fried",,"Ris, veau, braisé ou sauté/poêlé",38.900000,kgCO2e/kg_product,,"Ris, veau, braisé ou sauté/poêlé"
foodcarbon,40303,sweetbread_lamb_cooked,"Sweetbread, lamb, cooked",,"Ris, agneau, cuit",37.200000,kgCO2e/kg_product,,"Ris, agneau, cuit"
foodcarbon,40302,sweetbread_lamb_raw,"Sweetbread, lamb, raw",,"Ris, agneau, cru",27.100000,kgCO2e/kg_product,,"Ris, agneau, cru"
foodcarbon,20005,swiss_chard_cooked,"Swiss chard, cooked",,"Bette ou blette, cuite",1.450000,kgCO2e/kg_product,,"Bette ou blette, cuite"
foodcarbon,20004,swiss_chard_raw,"Swiss chard, raw",,"Bette ou blette, crue",0.581000,kgCO2e/kg_product,,"Bette ou blette, crue"
foodcarbon,26082,swordfish_raw,"Swordfish, raw",,"Espadon, cru",4.690000,kgCO2e/kg_product,,"Espadon, cru"
foodcarbon,26093,swordfish_roasted_baked,"Swordfish, roasted/baked",,"Espadon, rôti/cuit au four",5.820000,kgCO2e/kg_product,,"Espadon, rôti/cuit au four"
foodcarbon,31089,syrup_agave,"Syrup, agave",,Sirop d'agave,5.630000,kgCO2e/kg_product,,Sirop d'agave
foodcarbon,20918,syrup_for_canned_fruits_in_syrup,Syrup for canned fruits in syrup,,Sirop pour fruits appertisés au sirop,0.934000,kgCO2e/kg_product,,Sirop pour fruits appertisés au sirop
foodcarbon,31034,syrup_maple,"Syrup, maple",,Sirop d'érable,2.300000,kgCO2e/kg_product,,Sirop d'érable
foodcarbon,18058,syrup_mint_strawberries_flavouredetc_with_sugar_diluted_in_water,"Syrup (mint, strawberries flavouredetc.), with sugar diluted in water",,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau",0.125000,kgCO2e/kg_product,,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau"
foodcarbon,18017,syrup_with_sugar_to_be_diluted,"Syrup, with sugar (to be diluted)",,"Sirop à diluer, sucré",0.833000,kgCO2e/kg_product,,"Sirop à diluer, sucré"
foodcarbon,25608,tabbouleh_prepacked,"Tabbouleh, prepacked",,"Taboulé ou Salade de couscous, préemballé",1.200000,kgCO2e/kg_product,,"Taboulé ou Salade de couscous, préemballé"
foodcarbon,26269,tabbouleh_with_chicken_prepacked,"Tabbouleh with chicken, prepacked",,"Taboulé ou Salade de couscous au poulet, préemballé",3.150000,kgCO2e/kg_product,,"Taboulé ou Salade de couscous au poulet, préemballé"
foodcarbon,15203,tahini_sesame_paste,Tahini (sesame paste),,Tahin ou Purée de sésame,2.850000,kgCO2e/kg_product,,Tahin ou Purée de sésame
foodcarbon,13080,tamarind_mature_fruit_pulp_raw,"Tamarind, mature fruit, pulp, raw",,"Tamarin, fruit immature, pulpe, cru",0.528000,kgCO2e/kg_product,,"Tamarin, fruit immature, pulpe, cru"
